Restaurant Name,Competitor,History,Year,Location,Official Rating,Price,Category,Elite Reviews Count,Recommended Reviews Count,(r) Average Rating,(r) 1 Stars Count,(r) 2 Stars Count,(r) 3 Stars Count,(r) 4 Stars Count,(r) 5 Stars Count,Not Recommended Reviews Count,(nr) Not Recommended Average Rating,(nr) 1 Stars Count,(nr) 2 Stars Count,(nr) 3 Stars Count,(nr) 4 Stars Count,(nr) 5 Stars Count
Better Burger,10,2,2010,Arlington,3.5,2,"Burgers,         Pizza,         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Burger,10,2,2011,Arlington,3.5,2,"Burgers,         Pizza,         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Burger,10,2,2012,Arlington,3.5,2,"Burgers,         Pizza,         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Burger,10,2,2013,Arlington,3.5,2,"Burgers,         Pizza,         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Burger,10,2,2014,Arlington,3.5,2,"Burgers,         Pizza,         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Burger,10,2,2015,Arlington,3.5,2,"Burgers,         Pizza,         Breakfast & Brunch",2,25,3.76,1,1,6,12,5,9,3.222222222,2,1,2,1,3
Better Burger,10,2,2016,Arlington,3.5,2,"Burgers,         Pizza,         Breakfast & Brunch",5,26,3.269230769,4,2,7,9,4,2,2.5,1,0,0,1,0
Better Burger,10,2,2017,Arlington,3.5,2,"Burgers,         Pizza,         Breakfast & Brunch",0,12,4.5,0,0,1,4,7,0,0,0,0,0,0,0
Betty¡¯s Best Around,3,6,2007,Arlington,3.5,2,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betty¡¯s Best Around,3,6,2008,Arlington,3.5,2,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betty¡¯s Best Around,3,6,2009,Arlington,3.5,2,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betty¡¯s Best Around,3,6,2010,Arlington,3.5,2,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betty¡¯s Best Around,3,6,2011,Arlington,3.5,2,Chinese,0,3,4,0,0,1,1,1,0,0,0,0,0,0,0
Betty¡¯s Best Around,3,6,2012,Arlington,3.5,2,Chinese,1,6,3.333333333,0,1,3,1,1,1,5,0,0,0,0,1
Betty¡¯s Best Around,3,6,2013,Arlington,3.5,2,Chinese,2,5,3.2,0,1,3,0,1,1,5,0,0,0,0,1
Betty¡¯s Best Around,3,6,2014,Arlington,3.5,2,Chinese,0,1,3,0,0,1,0,0,3,3.333333333,0,1,1,0,1
Betty¡¯s Best Around,3,6,2015,Arlington,3.5,2,Chinese,1,2,4.5,0,0,0,1,1,2,2.5,1,0,0,1,0
Betty¡¯s Best Around,3,6,2016,Arlington,3.5,2,Chinese,1,8,2.75,3,0,3,0,2,0,0,0,0,0,0,0
Betty¡¯s Best Around,3,6,2017,Arlington,3.5,2,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Box,45,6,2007,Arlington,4,2,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Box,45,6,2008,Arlington,4,2,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Box,45,6,2009,Arlington,4,2,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Box,45,6,2010,Arlington,4,2,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Box,45,6,2011,Arlington,4,2,American (New),1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Beyond the Box,45,6,2012,Arlington,4,2,American (New),0,4,4.5,0,0,0,2,2,0,0,0,0,0,0,0
Beyond the Box,45,6,2013,Arlington,4,2,American (New),3,8,3.875,0,1,1,4,2,0,0,0,0,0,0,0
Beyond the Box,45,6,2014,Arlington,4,2,American (New),1,4,4,1,0,0,0,3,1,5,0,0,0,0,1
Beyond the Box,45,6,2015,Arlington,4,2,American (New),2,3,4.666666667,0,0,0,1,2,1,5,0,0,0,0,1
Beyond the Box,45,6,2016,Arlington,4,2,American (New),5,7,4.285714286,0,0,1,3,3,1,4,0,0,0,1,0
Beyond the Box,45,6,2017,Arlington,4,2,American (New),0,3,3.333333333,0,1,1,0,1,1,1,1,0,0,0,0
Big Al¡¯s Smokehouse Barbeque,4,6,2007,Arlington,3.5,2,Barbeque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Al¡¯s Smokehouse Barbeque,4,6,2008,Arlington,3.5,2,Barbeque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Al¡¯s Smokehouse Barbeque,4,6,2009,Arlington,3.5,2,Barbeque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Al¡¯s Smokehouse Barbeque,4,6,2010,Arlington,3.5,2,Barbeque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Al¡¯s Smokehouse Barbeque,4,6,2011,Arlington,4,2,Barbeque,0,2,5,0,0,0,0,2,1,1,1,0,0,0,0
Big Al¡¯s Smokehouse Barbeque,4,6,2012,Arlington,3.5,2,Barbeque,2,4,3.75,0,0,1,3,0,4,4.75,0,0,0,1,3
Big Al¡¯s Smokehouse Barbeque,4,6,2013,Arlington,3.5,2,Barbeque,3,17,3.529411765,1,2,4,7,3,4,3.75,0,0,1,3,0
Big Al¡¯s Smokehouse Barbeque,4,6,2014,Arlington,3.5,2,Barbeque,5,14,3.357142857,0,2,8,1,3,1,1,1,0,0,0,0
Big Al¡¯s Smokehouse Barbeque,4,6,2015,Arlington,3.5,2,Barbeque,2,18,3.222222222,2,2,6,6,2,1,4,0,0,0,1,0
Big Al¡¯s Smokehouse Barbeque,4,6,2016,Arlington,3.5,2,Barbeque,3,18,3,5,2,4,2,5,4,4.5,0,0,1,0,3
Big Al¡¯s Smokehouse Barbeque,4,6,2017,Arlington,3.5,2,Barbeque,1,6,4,0,0,1,4,1,0,0,0,0,0,0,0
Bistro 31,1,2,2007,Arlington,3.5,3,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro 31,1,2,2008,Arlington,3.5,3,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro 31,1,2,2009,Arlington,3.5,3,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro 31,1,2,2010,Arlington,3.5,3,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro 31,1,2,2011,Arlington,3.5,3,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro 31,1,2,2012,Arlington,3.5,3,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro 31,1,2,2013,Arlington,3.5,3,American (New),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro 31,1,2,2014,Arlington,3.5,3,American (New),0,4,3.25,1,0,1,1,1,2,4,0,0,1,0,1
Bistro 31,1,2,2015,Arlington,3.5,3,American (New),7,25,3.64,1,6,3,6,9,2,4,0,0,0,2,0
Bistro 31,1,2,2016,Arlington,3.5,3,American (New),4,24,3.458333333,3,3,5,6,7,4,2.75,2,0,0,1,1
Bistro 31,1,2,2017,Arlington,3.5,3,American (New),3,10,3.2,2,0,3,4,1,3,3.333333333,1,0,0,1,1
Bistro B,7,7,2007,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro B,7,7,2008,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro B,7,7,2009,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistro B,7,7,2010,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",0,10,3.5,0,0,5,5,0,0,0,0,0,0,0,0
Bistro B,7,7,2011,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",0,12,3,1,2,5,4,0,1,1,1,0,0,0,0
Bistro B,7,7,2012,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",2,27,3.481481481,1,3,6,16,1,2,1.5,1,1,0,0,0
Bistro B,7,7,2013,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",13,48,3.479166667,3,3,17,18,7,5,3,2,0,0,2,1
Bistro B,7,7,2014,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",11,61,3.704918033,3,1,20,24,13,9,4,0,1,0,6,2
Bistro B,7,7,2015,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",16,78,3.5,8,10,12,31,17,12,4,1,1,2,1,7
Bistro B,7,7,2016,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",13,62,3.209677419,11,6,14,21,10,14,3.857142857,1,1,3,3,6
Bistro B,7,7,2017,Arlington,3.5,1,"Vietnamese,         Asian Fusion,         Chinese",7,60,3.716666667,3,7,11,22,17,9,3.111111111,3,0,1,3,2
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2007,Arlington,3.5,2,"American (New),         Breweries,         Pizza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2008,Arlington,3.5,2,"American (New),         Breweries,         Pizza",0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2009,Arlington,3.5,2,"American (New),         Breweries,         Pizza",0,4,2.75,1,1,0,2,0,0,0,0,0,0,0,0
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2010,Arlington,3.5,2,"American (New),         Breweries,         Pizza",1,3,3,0,0,3,0,0,0,0,0,0,0,0,0
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2011,Arlington,3.5,2,"American (New),         Breweries,         Pizza",1,9,3.555555556,0,0,4,5,0,2,4.5,0,0,0,1,1
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2012,Arlington,3.5,2,"American (New),         Breweries,         Pizza",6,18,3.611111111,0,3,5,6,4,3,4.666666667,0,0,0,1,2
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2013,Arlington,3.5,2,"American (New),         Breweries,         Pizza",5,26,3.538461538,2,1,6,15,2,1,4,0,0,0,1,0
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2014,Arlington,3.5,2,"American (New),         Breweries,         Pizza",6,34,3.529411765,0,5,12,11,6,8,3.75,1,0,2,2,3
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2015,Arlington,3.5,2,"American (New),         Breweries,         Pizza",10,29,3.137931034,4,3,9,11,2,12,3.25,3,2,0,3,4
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2016,Arlington,3.5,2,"American (New),         Breweries,         Pizza",13,37,3.324324324,3,8,7,12,7,9,3.222222222,2,1,1,3,2
BJ¡¯s Restaurant &amp; Brewhouse,26,9,2017,Arlington,3.5,2,"American (New),         Breweries,         Pizza",3,31,3.032258065,5,8,3,11,4,4,3.25,0,1,1,2,0
Black-eyed Pea,27,8,2007,Arlington,3.5,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-eyed Pea,27,8,2008,Arlington,3.5,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-eyed Pea,27,8,2009,Arlington,3.5,2,American (Traditional),0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
Black-eyed Pea,27,8,2010,Arlington,3.5,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-eyed Pea,27,8,2011,Arlington,3.5,2,American (Traditional),0,3,4.333333333,0,0,1,0,2,0,0,0,0,0,0,0
Black-eyed Pea,27,8,2012,Arlington,3.5,2,American (Traditional),2,4,3.25,1,0,1,1,1,0,0,0,0,0,0,0
Black-eyed Pea,27,8,2013,Arlington,3.5,2,American (Traditional),2,9,3.333333333,2,1,1,2,3,0,0,0,0,0,0,0
Black-eyed Pea,27,8,2014,Arlington,3.5,2,American (Traditional),4,11,3.363636364,2,2,0,4,3,1,4,0,0,0,1,0
Black-eyed Pea,27,8,2015,Arlington,3.5,2,American (Traditional),4,11,3.181818182,0,3,3,5,0,1,5,0,0,0,0,1
Black-eyed Pea,27,8,2016,Arlington,4,2,American (Traditional),2,11,4.272727273,0,1,1,3,6,1,1,1,0,0,0,0
Black-eyed Pea,27,8,2017,Arlington,3.5,2,American (Traditional),0,8,3.5,1,1,1,3,2,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2007,Arlington,4,1,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2008,Arlington,4,1,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2009,Arlington,4,1,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2010,Arlington,4,1,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2011,Arlington,4,1,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2012,Arlington,4,1,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2013,Arlington,4,1,Pizza,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2014,Arlington,4,1,Pizza,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2015,Arlington,4,1,Pizza,0,2,4.5,0,0,0,1,1,1,5,0,0,0,0,1
Blackjack Pizza,2,4,2016,Arlington,4,1,Pizza,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
Blackjack Pizza,2,4,2017,Arlington,4,1,Pizza,0,1,5,0,0,0,0,1,1,5,0,0,0,0,1
Bleu Artichoke Cafe,6,4,2007,Arlington,4.5,2,Cafes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2008,Arlington,4.5,2,Cafes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2009,Arlington,4.5,2,Cafes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2010,Arlington,4.5,2,Cafes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2011,Arlington,4.5,2,Cafes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2012,Arlington,4.5,2,Cafes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2013,Arlington,4.5,2,Cafes,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2014,Arlington,4.5,2,Cafes,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2015,Arlington,4.5,2,Cafes,0,1,5,0,0,0,0,1,1,4,0,0,0,1,0
Bleu Artichoke Cafe,6,4,2016,Arlington,4.5,2,Cafes,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0
Bleu Artichoke Cafe,6,4,2017,Arlington,4.5,2,Cafes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2007,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2008,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2009,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2010,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2011,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2012,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2013,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2014,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2015,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2016,Arlington,4,2,American (Traditional),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind Butcher,14,0,2017,Arlington,4,2,American (Traditional),14,55,4.127272727,0,4,8,20,23,4,4.25,0,0,0,3,1
Blue Goose Cantina,7,6,2007,Arlington,3.5,2,Tex-Mex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Goose Cantina,7,6,2008,Arlington,3.5,2,Tex-Mex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Goose Cantina,7,6,2009,Arlington,3.5,2,Tex-Mex,0,3,3,1,0,0,2,0,0,0,0,0,0,0,0
Blue Goose Cantina,7,6,2010,Arlington,3.5,2,Tex-Mex,0,3,4,0,0,1,1,1,0,0,0,0,0,0,0
Blue Goose Cantina,7,6,2011,Arlington,3.5,2,Tex-Mex,3,7,3.285714286,0,0,5,2,0,1,5,0,0,0,0,1
Blue Goose Cantina,7,6,2012,Arlington,3.5,2,Tex-Mex,5,23,3.47826087,0,3,8,10,2,2,2,1,0,1,0,0
Blue Goose Cantina,7,6,2013,Arlington,3.5,2,Tex-Mex,8,23,3.608695652,1,3,3,13,3,5,3.8,0,0,2,2,1
Blue Goose Cantina,7,6,2014,Arlington,3.5,2,Tex-Mex,3,16,3.5625,1,2,3,7,3,5,2.8,1,1,1,2,0
Blue Goose Cantina,7,6,2015,Arlington,3.5,2,Tex-Mex,5,19,4.157894737,1,0,1,10,7,2,2.5,1,0,0,1,0
Blue Goose Cantina,7,6,2016,Arlington,3.5,2,Tex-Mex,2,16,3.4375,2,1,4,6,3,3,4.333333333,0,0,0,2,1
Blue Goose Cantina,7,6,2017,Arlington,3.5,2,Tex-Mex,2,12,2.916666667,3,1,3,4,1,3,3.666666667,0,1,0,1,1
Blue Mesa Grill,1,8,2007,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Mesa Grill,1,8,2008,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Mesa Grill,1,8,2009,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",1,3,4,0,0,1,1,1,0,0,0,0,0,0,0
Blue Mesa Grill,1,8,2010,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",0,7,4,0,0,0,7,0,1,4,0,0,0,1,0
Blue Mesa Grill,1,8,2011,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",3,16,4,0,1,4,5,6,2,4.5,0,0,0,1,1
Blue Mesa Grill,1,8,2012,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",8,19,3.789473684,0,2,3,11,3,2,3,1,0,0,0,1
Blue Mesa Grill,1,8,2013,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",8,24,3.375,0,6,5,11,2,1,4,0,0,0,1,0
Blue Mesa Grill,1,8,2014,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",3,19,3.578947368,0,3,7,4,5,2,5,0,0,0,0,2
Blue Mesa Grill,1,8,2015,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",6,23,2.826086957,5,4,6,6,2,3,3.666666667,0,1,0,1,1
Blue Mesa Grill,1,8,2016,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",10,22,3.227272727,5,1,4,8,4,2,3.5,0,0,1,1,0
Blue Mesa Grill,1,8,2017,Arlington,3.5,2,"Mexican,         Breakfast & Brunch,         Buffets",2,14,3.357142857,2,2,1,7,2,1,2,0,1,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2007,Arlington,3.5,1,"Sandwiches,         Burgers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2008,Arlington,3.5,1,"Sandwiches,         Burgers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2009,Arlington,3.5,1,"Sandwiches,         Burgers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2010,Arlington,3.5,1,"Sandwiches,         Burgers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2011,Arlington,3.5,1,"Sandwiches,         Burgers",0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2012,Arlington,3.5,1,"Sandwiches,         Burgers",0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2013,Arlington,3.5,1,"Sandwiches,         Burgers",0,1,5,0,0,0,0,1,0,0,0,0,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2014,Arlington,3.5,1,"Sandwiches,         Burgers",1,3,3.333333333,1,0,0,1,1,1,4,0,0,0,1,0
Bo¡¯s Spuds &amp; Burgers,5,4,2015,Arlington,3.5,1,"Sandwiches,         Burgers",0,2,4.5,0,0,0,1,1,2,4.5,0,0,0,1,1
Bo¡¯s Spuds &amp; Burgers,5,4,2016,Arlington,3.5,1,"Sandwiches,         Burgers",1,4,3.5,1,0,0,2,1,1,1,1,0,0,0,0
Bo¡¯s Spuds &amp; Burgers,5,4,2017,Arlington,3.5,1,"Sandwiches,         Burgers",0,2,3,0,1,0,1,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2007,Arlington,4,4,Steakhouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2008,Arlington,4,4,Steakhouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2009,Arlington,4,4,Steakhouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2010,Arlington,4,4,Steakhouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2011,Arlington,4,4,Steakhouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2012,Arlington,4,4,Steakhouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2013,Arlington,4,4,Steakhouses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2014,Arlington,4,4,Steakhouses,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Bob¡¯s Steak and Chop House,4,3,2015,Arlington,4,4,Steakhouses,2,10,3.7,0,1,3,4,2,2,3,0,1,0,1,0
Bob¡¯s Steak and Chop House,4,3,2016,Arlington,4,4,Steakhouses,2,11,4.272727273,0,1,1,3,6,1,3,0,0,1,0,0
Bob¡¯s Steak and Chop House,4,3,2017,Arlington,4,4,Steakhouses,0,8,4.75,0,0,0,2,6,2,3,0,1,0,1,0
Bolsa,8,6,2007,Arlington,4,2,"American (New),         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa,8,6,2008,Arlington,4,2,"American (New),         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa,8,6,2009,Arlington,4,2,"American (New),         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa,8,6,2010,Arlington,4,2,"American (New),         Breakfast & Brunch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa,8,6,2011,Arlington,4,2,"American (New),         Breakfast & Brunch",1,9,4.222222222,0,0,0,7,2,2,4.5,0,0,0,1,1
Bolsa,8,6,2012,Arlington,4,2,"American (New),         Breakfast & Brunch",6,59,3.949152542,3,5,7,21,23,11,3.636363636,0,3,2,2,4
Bolsa,8,6,2013,Arlington,4,2,"American (New),         Breakfast & Brunch",20,102,4,6,6,9,42,39,8,3.875,1,0,0,5,2
Bolsa,8,6,2014,Arlington,4,2,"American (New),         Breakfast & Brunch",21,120,4.116666667,4,5,13,49,49,13,4.076923077,0,1,3,3,6
Bolsa,8,6,2015,Arlington,4,2,"American (New),         Breakfast & Brunch",29,118,3.983050847,5,5,18,49,41,20,3.45,3,4,1,5,7
Bolsa,8,6,2016,Arlington,4,2,"American (New),         Breakfast & Brunch",28,103,3.86407767,6,9,15,36,37,8,3.375,1,1,1,4,1
Bolsa,8,6,2017,Arlington,4,2,"American (New),         Breakfast & Brunch",20,61,4.049180328,1,5,3,33,19,6,3.666666667,1,1,0,1,3
Bolsa Mercado,13,3,2007,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa Mercado,13,3,2008,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa Mercado,13,3,2009,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa Mercado,13,3,2010,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa Mercado,13,3,2011,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa Mercado,13,3,2012,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa Mercado,13,3,2013,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolsa Mercado,13,3,2014,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",1,4,4,0,0,0,4,0,0,0,0,0,0,0,0
Bolsa Mercado,13,3,2015,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",8,24,4.208333333,0,1,2,12,9,2,3.5,0,1,0,0,1
Bolsa Mercado,13,3,2016,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",4,14,4.071428571,0,1,3,4,6,2,5,0,0,0,0,2
Bolsa Mercado,13,3,2017,Arlington,4,1,"Cafes,         Coffee & Tea,         Sandwiches",3,13,4.153846154,1,0,2,3,7,1,4,0,0,0,1,0
Bona Pizza,3,1,2007,Arlington,4.5,2,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bona Pizza,3,1,2008,Arlington,4.5,2,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bona Pizza,3,1,2009,Arlington,4.5,2,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bona Pizza,3,1,2010,Arlington,4.5,2,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bona Pizza,3,1,2011,Arlington,4.5,2,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bona Pizza,3,1,2012,Arlington,4.5,2,Pizza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
